rodada_id,mandante_media,mandante_pontos,mandante_variacao,mandante_atk,mandante_def,visitante_media,visitante_pontos,visitante_variacao,visitante_atk,visitante_def,resultado
20,61.52,39.82,-0.0899999999999999,413.2,205.3,48.49,85.25,5.73,394.8,250.4,vitoria_visitante
20,54.31,48.870000000000005,3.26,369.8,251.2,47.86,63.95,3.61,336.2,225.1,vitoria_visitante
20,55.8,37.85,0.23,429.6,205.4,51.01,27.38,-4.1,235.6,150.29999999999998,empate
20,51.04,56.51,-3.45,348.5,142.79999999999998,57.62,76.16,0.0199999999999996,287.8,239.0,vitoria_visitante
20,76.99,111.07,8.18,545.8,236.1,48.05,35.02,-1.89,276.3,188.6,vitoria_mandante
20,46.6,57.05,3.83,247.8,219.5,53.98,57.73,2.8000000000000003,402.7,224.5,vitoria_visitante
20,61.61,50.85,-6.93,421.4,219.5,59.48,45.05,-5.65,416.3,317.5,vitoria_mandante
20,58.15,84.78,2.23,341.5,276.5,57.18,29.89,-2.68,331.7,334.2,vitoria_mandante
20,59.94,31.85,-6.14,396.8,328.1,63.07,93.95,1.6,367.3,293.0,vitoria_visitante
20,58.66,80.31,4.49,379.4,292.40000000000003,51.76,24.13,-4.19,401.3,237.1,vitoria_mandante
