rodada_id,mandante_media,mandante_pontos,mandante_variacao,mandante_atk,mandante_def,visitante_media,visitante_pontos,visitante_variacao,visitante_atk,visitante_def,resultado
3,60.6,30.3,6.57,81.2,26.599999999999998,40.4,20.2,-2.07,78.5,28.5,vitoria_mandante
3,45.97,22.98,2.4599999999999995,55.3,45.2,17.28,8.64,-0.5999999999999999,9.3,17.2,vitoria_mandante
3,33.38,16.69,-0.1399999999999999,42.8,36.5,35.89,17.94,-6.05,34.800000000000004,56.3,vitoria_mandante
3,53.43,26.71,1.13,75.80000000000001,69.0,31.07,15.53,-6.0,57.3,21.9,vitoria_mandante
3,40.08,20.04,9.33,47.300000000000004,23.299999999999997,32.63,16.31,-2.29,33.6,17.7,empate
3,46.79,23.39,-4.6899999999999995,44.8,68.2,49.04,24.52,-2.8700000000000006,77.6,48.8,empate
3,55.72,27.86,0.42000000000000004,59.800000000000004,81.89999999999999,46.89,23.44,-4.359999999999999,70.4,51.7,vitoria_mandante
3,44.28,22.14,0.77,77.3,35.599999999999994,58.07,29.03,-1.0699999999999998,80.2,59.699999999999996,vitoria_mandante
3,16.439999999999998,8.12,-3.24,34.300000000000004,7.599999999999998,38.3,19.15,5.36,57.7,48.9,vitoria_visitante
