rodada_id,mandante_media,mandante_pontos,mandante_variacao,mandante_atk,mandante_def,visitante_media,visitante_pontos,visitante_variacao,visitante_atk,visitante_def,resultado
35,50.78,56.07,1.6599999999999997,809.0,384.09999999999997,52.95,34.8,-7.5600000000000005,566.0,373.29999999999995,empate
35,47.61,22.04,-2.6999999999999997,541.2,448.29999999999995,68.71,88.38,6.27,948.3000000000001,635.6,vitoria_visitante
35,58.56,41.89,-1.2999999999999998,751.3,370.0,54.25,33.38,-2.01,596.5,316.09999999999997,empate
35,69.39,31.2,-5.26,746.1,519.4,56.59,45.73,-4.31,717.7,588.9,empate
35,66.59,81.62,3.27,709.9,390.09999999999997,54.63,39.71,-0.6000000000000001,569.0,484.79999999999995,vitoria_mandante
35,55.9,78.35,6.48,628.6999999999999,468.5,44.21,26.2,-0.04000000000000004,503.2,542.8,vitoria_mandante
35,61.97,75.16,3.9099999999999997,603.7,504.29999999999995,44.63,83.24,7.79,488.40000000000003,409.9,empate
35,45.49,43.2,0.44000000000000006,546.5,477.79999999999995,62.39,46.04,-2.45,644.0,369.79999999999995,empate
35,62.66,61.42,-3.72,730.6,482.29999999999995,61.8,63.71,-1.4099999999999997,544.7,454.0,empate
35,55.86,52.36,0.8999999999999998,729.3,333.29999999999995,55.86,52.36,0.61,729.3,333.29999999999995,empate
