rodada_id,mandante_media,mandante_pontos,mandante_variacao,mandante_atk,mandante_def,visitante_media,visitante_pontos,visitante_variacao,visitante_atk,visitante_def,resultado
13,43.78,38.07,-1.21,158.2,171.4,49.85,48.98,2.03,286.7,164.4,empate
13,49.96,44.18,-0.8400000000000001,226.1,163.1,55.33,32.31,-5.55,337.1,201.5,empate
13,42.51,50.51,0.06,206.0,70.39999999999999,40.01,50.73,2.77,217.7,124.2,empate
13,60.64,68.75,2.6,339.0,209.2,58.61,36.44,-3.73,394.2,187.0,vitoria_mandante
13,51.22,55.65,-5.7,247.8,207.4,60.28,38.18,-4.31,293.1,172.0,vitoria_mandante
13,43.15,82.27,8.0,166.4,118.3,30.94,28.8,-0.4899999999999998,163.5,94.7,vitoria_mandante
13,58.14,74.53,5.4,342.7,209.5,53.04,30.55,-7.89,258.2,190.3,vitoria_mandante
13,48.16,46.91,1.96,261.0,90.2,45.07,40.36,-0.4600000000000002,120.2,164.8,empate
13,49.27,18.76,-8.21,254.1,150.3,49.61,71.8,5.16,221.7,221.7,vitoria_visitante
13,69.51,101.58,14.2,274.7,293.6,53.63,32.4,-4.13,305.0,200.5,vitoria_mandante
