rodada_id,mandante_media,mandante_pontos,mandante_variacao,mandante_atk,mandante_def,visitante_media,visitante_pontos,visitante_variacao,visitante_atk,visitante_def,resultado
12,50.88,59.15,4.36,250.5,166.89999999999998,46.85,35.89,-3.25,262.3,120.8,vitoria_mandante
12,57.77,97.11,11.14,254.0,207.8,52.92,42.22,-1.5699999999999998,284.9,200.2,vitoria_mandante
12,58.54,70.05,2.21,254.9,138.79999999999998,57.49,41.45,-7.88,295.0,191.6,vitoria_mandante
12,43.0,40.04,-1.7200000000000002,211.4,130.6,34.08,38.29,0.88,162.79999999999998,61.5,empate
12,58.93,65.56,2.59,280.7,183.1,46.54,47.67,-0.8099999999999999,169.7,162.2,empate
12,38.61,36.76,0.7399999999999999,179.5,96.1,53.54,82.38,7.34,237.0,148.3,vitoria_visitante
12,60.25,47.47,-0.8200000000000003,298.0,196.5,47.81,33.93,-4.56,195.1,97.6,vitoria_mandante
12,60.92,66.56,-1.6,365.8,178.0,53.8,37.75,-4.109999999999999,238.4,160.1,vitoria_mandante
12,53.76,33.93,-7.689999999999999,170.3,168.2,51.07,70.05,4.23,253.3,79.1,vitoria_visitante
12,49.52,101.91,9.73,171.7,208.5,67.16,37.75,-9.27,296.5,290.8,vitoria_mandante
