rodada_id,mandante_media,mandante_pontos,mandante_variacao,mandante_atk,mandante_def,visitante_media,visitante_pontos,visitante_variacao,visitante_atk,visitante_def,resultado
31,54.68,48.24,-2.54,590.8,431.6,55.31,42.0,-6.95,524.4,436.0,vitoria_mandante
31,56.09,83.25,7.99,472.2,353.7,51.56,36.2,-4.8100000000000005,551.1,280.1,vitoria_mandante
31,63.24,78.35000000000001,5.94,588.1,354.8,41.96,28.6,-2.42,492.7,338.29999999999995,vitoria_mandante
31,68.82000000000001,40.15,-6.4,848.2,455.4,51.93,34.36,0.4700000000000001,550.8000000000001,374.7,empate
31,57.01,101.47,6.84,626.4,410.8,56.86,13.96,-5.390000000000001,505.3,444.3,vitoria_mandante
31,38.28,47.64,0.71,245.8,277.1,65.16,62.96,-1.01,601.6,317.6,vitoria_visitante
31,49.51,27.3,-1.69,470.3,393.0,73.82,80.42,4.59,748.8,535.3,vitoria_visitante
31,49.51,27.3,-1.69,470.3,393.0,73.82,80.42,4.59,748.8,535.3,vitoria_visitante
31,50.43,36.65,-0.76,586.8,391.8,58.75,46.58,-5.54,715.1,342.6,empate
31,42.1,25.31,-5.11,380.6,383.1,63.3,82.92999999999999,1.71,558.8,463.0,vitoria_visitante
31,42.1,25.31,-5.11,380.6,383.1,63.3,82.92999999999999,1.71,558.8,463.0,vitoria_visitante
31,47.07,87.07,9.79,314.3,476.5,60.85,64.25,5.62,726.0,518.1,vitoria_mandante
