rodada_id,mandante_media,mandante_pontos,mandante_variacao,mandante_atk,mandante_def,visitante_media,visitante_pontos,visitante_variacao,visitante_atk,visitante_def,resultado
25,42.07,53.58,5.430000000000001,347.9,236.0,40.99,35.129999999999995,-1.65,387.3,202.9,vitoria_mandante
25,59.71,67.22,3.06,462.2,410.1,53.18,42.11,-3.51,405.3,267.2,vitoria_mandante
25,65.29,50.29,-2.76,380.6,298.0,54.04,69.84,3.53,398.4,275.6,vitoria_visitante
25,51.22,48.13,0.2699999999999998,414.9,265.6,55.56,29.35,-3.63,595.4,355.4,vitoria_mandante
25,59.36,53.56,2.06,413.1,281.9,58.46,68.09,0.8299999999999998,386.8,205.4,vitoria_visitante
25,57.98,47.13,1.4999999999999998,533.4,309.2,74.35,115.55,0.6100000000000003,649.6999999999999,484.0,vitoria_visitante
25,60.33,94.05,2.27,385.1,320.4,59.85,24.44,-6.41,508.8,294.0,vitoria_mandante
25,47.72,42.55,1.17,448.1,290.2,59.32,88.49000000000001,4.71,473.8,418.4,vitoria_visitante
25,53.05,68.96,2.97,457.7,202.5,54.69,30.33,-6.72,571.7,381.8,vitoria_mandante
25,70.14,94.27,3.94,598.3000000000001,422.4,62.73,32.95,-7.63,511.6,440.6,vitoria_mandante
